|                                                    name |         ra_h |         dec_d | WEBDA | OPENCLUST | Camargo | MWSC |   N_d |    dist_pc |      lon_d |      lat_d |       x_pc |       y_pc |       z_pc |
|                                Ruprecht 89, Ruprecht 89 |    10h28m26s |    -58d11m00s |  1640 |      1078 |      -- |   -- |     2 |     375.00 |   284.9912 |    -0.3827 |   -8202.97 |    -362.23 |      24.18 |
|                                Ruprecht 89, Ruprecht 89 |    10h28m26s |  -58d08m14.5s |  1639 |        -- |      -- |  383 |     2 |     750.00 |   284.9673 |    -0.3434 |   -8106.28 |    -724.54 |      21.87 |
|                         Loden 143, Loden 143, Loden 143 |  10h28m46.5s | -58d47m35.75s |   860 |      1080 |      -- |  355 |     3 |     606.33 |   285.3462 |    -0.8807 |   -8139.54 |    -584.65 |      17.16 |
|                                  Hogg 7, Hogg 7, Hogg 7 |  10h29m06.5s |    -60d44m51s |   763 |      1081 |      -- |  253 |     3 |    3055.33 |   286.3961 |    -2.5298 |   -7438.80 |   -2928.23 |    -110.66 |
|                                  Hogg 8, Hogg 8, Hogg 8 |  10h29m13.5s |    -60d59m00s |   764 |      1082 |      -- |  242 |     3 |    3757.33 |   286.5306 |    -2.7241 |   -7232.69 |   -3597.97 |    -155.05 |
|                            Loden 89, Loden 89, Loden 89 | 10h29m15.75s | -56d46m50.75s |   895 |      1083 |      -- |  427 |     3 |     462.00 |   284.3589 |     0.8743 |   -8185.37 |    -447.52 |      33.68 |
|                            Loden 59, Loden 59, Loden 59 |    10h30m17s |    -54d04m06s |   886 |      1084 |      -- |  490 |     3 |     623.33 |   283.0820 |     3.2722 |   -8158.98 |    -606.17 |      62.12 |
|                      ESO 168-04, ESO 168 04, ESO 168-04 |  10h30m54.5s |    -53d51m57s |   605 |      1085 |      -- |  497 |     3 |    2056.00 |   283.0567 |     3.4932 |   -7835.93 |   -1999.13 |     150.76 |
|             Collinder 223, Collinder 223, Collinder 223 |  10h30m58.5s |    -59d53m12s |   375 |      1087 |      -- |  302 |     3 |    1960.67 |   286.1504 |    -1.6729 |   -7755.00 |   -1882.49 |     -32.01 |
|                                Ruprecht 90, Ruprecht 90 |  10h31m23.5s |    -58d20m42s |  1642 |      1086 |      -- |   -- |     2 |    6000.00 |   285.4079 |    -0.3207 |   -6705.97 |   -5784.26 |     -11.78 |
|                                                 DBSB 48 |    10h31m29s |    -58d02m00s |    -- |        -- |      -- |  390 |     1 |    6057.00 |   285.2592 |    -0.0466 |   -6705.87 |   -5843.46 |      16.88 |
|                                                FSR 1536 |    10h31m35s |    -55d09m00s |    -- |        -- |      -- |  461 |     1 |    4569.00 |   283.7991 |     2.4401 |   -7210.53 |   -4433.11 |     217.97 |
|                         Loden 112, Loden 112, Loden 112 | 10h32m21.75s |    -56d41m51s |   845 |      1088 |      -- |  428 |     3 |    2476.67 |   284.6812 |     1.1636 |   -7672.24 |   -2395.31 |      75.25 |
|                                               MWSC 5071 |    10h32m44s |    -29d35m06s |    -- |        -- |      -- | 1032 |     1 |    1965.00 |   270.0564 |    24.2903 |   -8295.57 |   -1791.04 |     835.31 |
|                                                 DBSB 51 |    10h33m02s |    -59d36m54s |    -- |        -- |      -- |  314 |     1 |    3189.00 |   286.2354 |    -1.3072 |   -7408.84 |   -3061.03 |     -48.65 |
|                               ASCC 60, ASCC 60, ASCC 60 |    10h33m08s | -58d28m50.75s |   116 |      1089 |      -- |  366 |     3 |     907.33 |   285.6733 |    -0.3219 |   -8054.86 |    -873.58 |      21.10 |
|                         Loden 153, Loden 153, Loden 153 |    10h34m41s |    -58d07m51s |   861 |      1090 |      -- |  385 |     3 |    2785.00 |   285.6734 |     0.0830 |   -7547.57 |   -2681.44 |      28.58 |
|                                    Loden 165, Loden 165 |    10h35m19s |    -58d41m36s |   862 |      1093 |      -- |   -- |     2 |    1900.00 |   286.0260 |    -0.3631 |   -7775.47 |   -1826.12 |      13.25 |
|                            Bochum 9, Bochum 9, Bochum 9 |    10h35m44s |    -60d07m24s |   345 |      1091 |      -- |  288 |     3 |    2083.33 |   286.7835 |    -1.5772 |   -7698.80 |   -1993.83 |     -32.30 |
|                            NGC 3293, NGC 3293, NGC 3293 |    10h35m50s |    -58d13m48s |  1184 |      1092 |      -- |  378 |     3 |    2365.00 |   285.8543 |     0.0725 |   -7653.85 |   -2275.03 |      27.89 |
|                         Loden 213, Loden 213, Loden 213 |  10h36m11.5s |    -61d50m36s |   867 |      1094 |      -- |  202 |     3 |    1250.67 |   287.6863 |    -3.0427 |   -7920.75 |   -1189.87 |     -40.62 |
|                         Carraro 1, Carraro 1, Carraro 1 |    10h36m58s |    -58d44m30s |   347 |      1095 |      -- |  357 |     3 |    1863.00 |   286.2360 |    -0.2989 |   -7779.11 |   -1788.68 |      15.58 |
|                                      NGC 3324, NGC 3324 |    10h37m20s |    -58d38m30s |  1185 |      1096 |      -- |   -- |     2 |    2317.00 |   286.2283 |    -0.1884 |   -7652.47 |   -2224.67 |      17.27 |
|                          BH 99, BH 99, vdBergh-Hagen 99 |    10h37m53s |    -59d09m15s |   327 |      1097 |      -- |  341 |     3 |     510.33 |   286.5417 |    -0.6002 |   -8154.68 |    -489.19 |      21.18 |
|                            NGC 3330, NGC 3330, NGC 3330 |    10h38m46s |    -54d07m09s |  1186 |      1098 |      -- |  489 |     3 |    1012.67 |   284.1856 |     3.8521 |   -8052.13 |    -979.57 |      94.22 |
|                      ESO 062-11, ESO 062 11, ESO 062-11 |  10h38m55.5s |    -69d02m03s |   580 |      1099 |      -- |   60 |     3 |    1505.00 |   291.5077 |    -9.1553 |   -7756.00 |   -1382.37 |    -214.23 |
|                                                FSR 1511 |    10h39m58s |    -43d07m24s |    -- |        -- |      -- |  743 |     1 |    2473.00 |   278.8896 |    13.5272 |   -7926.53 |   -2375.52 |     604.24 |
|                                              DC 5, DC 5 |    10h39m59s |  -59d11m22.5s |    -- |      1100 |      -- |  338 |     2 |    4430.00 |   286.7940 |    -0.5002 |   -7020.18 |   -4240.90 |     -15.84 |
|                            Saurer 3, Saurer 3, Saurer 3 |    10h41m25s |  -55d18m09.5s |  1653 |      1101 |      -- |  459 |     3 |    8485.00 |   285.0945 |     3.0011 |   -6091.97 |   -8181.02 |     464.05 |
|                                               MWSC 5681 |    10h41m47s |    -82d00m18s |    -- |        -- |      -- |   10 |     1 |    1700.00 |   298.3724 |   -20.3071 |   -7544.25 |   -1402.82 |    -565.45 |
|                   Melotte 101, Melotte 101, Melotte 101 |    10h42m14s |    -65d05m51s |   923 |      1102 |      -- |   97 |     3 |    1996.33 |   289.8660 |    -5.5566 |   -7625.38 |   -1868.71 |    -168.50 |
|                         Bochum 10, Bochum 10, Bochum 10 |  10h42m19.5s |    -59d07m27s |   332 |      1103 |      -- |  343 |     3 |    2023.67 |   287.0261 |    -0.2990 |   -7707.46 |   -1934.95 |      14.51 |
|                               IC 2602, IC 2602, IC 2602 |    10h42m22s |    -64d24m00s |   781 |      1104 |      -- |  119 |     3 |     157.67 |   289.5442 |    -4.9369 |   -8247.45 |    -148.03 |      13.26 |
|                            Collinder 228, Collinder 228 |    10h43m02s |    -60d00m06s |   376 |      1107 |      -- |   -- |     2 |    2201.00 |   287.5212 |    -1.0291 |   -7637.57 |   -2098.55 |     -14.69 |
|                            Alessi 5, Alessi 5, Alessi 5 |  10h43m13.5s | -61d10m08.75s |    15 |      1105 |      -- |  233 |     3 |     393.33 |   288.0941 |    -2.0466 |   -8177.92 |    -373.64 |      12.56 |
|                                Trumpler 14, Trumpler 14 |    10h43m56s |    -59d33m00s |  1698 |      1106 |      -- |   -- |     2 |    2816.50 |   287.4081 |    -0.5774 |   -7457.47 |   -2687.36 |      -4.12 |
|                                Trumpler 15, Trumpler 15 |    10h44m43s |    -59d22m00s |  1699 |      1109 |      -- |   -- |     2 |    1853.00 |   287.4100 |    -0.3688 |   -7745.58 |   -1768.07 |      13.27 |
|                            Collinder 232, Collinder 232 |    10h44m49s |    -59d33m18s |   377 |      1108 |      -- |   -- |     2 |    2648.00 |   287.5093 |    -0.5293 |   -7503.40 |   -2525.21 |      -0.06 |
|                                Trumpler 16, Trumpler 16 |    10h45m04s |    -59d43m00s |  1700 |      1110 |      -- |   -- |     2 |    2786.50 |   287.6127 |    -0.6576 |   -7456.98 |   -2655.71 |      -7.72 |
|                                           Collinder 234 |    10h45m21s |    -59d45m00s |   378 |        -- |      -- |   -- |     1 |        nan |   287.6598 |    -0.6704 |        nan |        nan |        nan |
|                               ASCC 61, ASCC 61, ASCC 61 |    10h46m09s |    -56d51m00s |   117 |      1111 |      -- |  424 |     3 |    1700.67 |   286.4069 |     1.9472 |   -7819.68 |   -1630.47 |      83.22 |
|                                               MWSC 5076 |    10h46m43s |     78d27m00s |    -- |        -- |      -- | 2848 |     1 |    9842.00 |   130.3715 |    36.8130 |  -13384.60 |    6003.05 |    5940.94 |
|                         Bochum 11, Bochum 11, Bochum 11 |    10h47m15s |    -60d05m00s |   333 |      1112 |      -- |  294 |     3 |    2361.67 |   288.0250 |    -0.8560 |   -7569.38 |   -2245.51 |     -10.66 |
|                   Ruprecht 91, Ruprecht 91, Ruprecht 91 |    10h47m38s |  -57d28m09.5s |  1643 |      1113 |      -- |  408 |     3 |     965.00 |   286.8708 |     1.4900 |   -8019.91 |    -923.16 |      51.18 |
|                                  ESO 437-61, ESO 437-61 |  10h48m02.5s |    -29d23m33s |   678 |        -- |      -- | 1042 |     2 |    1204.50 |   273.0611 |    26.2270 |   -8240.53 |   -1078.96 |     559.11 |
|                         Loden 189, Loden 189, Loden 189 |    10h50m19s | -56d24m53.75s |   864 |      1114 |      -- |  440 |     3 |     753.00 |   286.7186 |     2.5956 |   -8083.45 |    -720.43 |      60.40 |
|                               ASCC 62, ASCC 62, ASCC 62 | 10h50m58.25s | -60d05m32.75s |   118 |      1115 |      -- |  293 |     3 |    2774.00 |   288.4428 |    -0.6540 |   -7422.55 |   -2631.36 |      -7.52 |
|                            NGC 3446, NGC 3446, NGC 3446 |  10h52m14.5s |    -45d08m12s |  1187 |      1116 |      -- |  698 |     3 |    1162.00 |   281.8623 |    12.8032 |   -8066.20 |   -1108.91 |     283.74 |
|                       BH 106, BH 106, vdBergh-Hagen 106 |    10h52m40s |    -54d14m57s |   275 |      1117 |      -- |  484 |     3 |    1672.00 |   286.0510 |     4.6833 |   -7838.76 |   -1601.45 |     162.01 |
|                Ruprecht 162, Ruprecht 162, Ruprecht 162 |    10h52m52s |    -62d18m39s |  1546 |      1119 |      -- |  187 |     3 |    2012.67 |   289.6319 |    -2.5410 |   -7624.71 |   -1893.81 |     -64.43 |
|                                  Teutsch 31, Teutsch 31 |  10h52m52.5s |  -59d27m37.5s |    -- |      1118 |      -- |  325 |     2 |    3084.00 |   288.3773 |     0.0187 |   -7327.66 |   -2926.72 |      24.84 |
|                                             Ruprecht 92 |    10h53m31s |    -61d42m00s |    -- |        -- |      -- |  211 |     1 |    2211.00 |   289.4318 |    -1.9588 |   -7565.07 |   -2083.84 |     -50.97 |
|                      ESO 128-16, ESO 128 16, ESO 128-16 |  10h53m40.5s |    -58d14m33s |   590 |      1120 |      -- |  377 |     3 |     924.33 |   287.9358 |     1.1585 |   -8015.31 |    -879.23 |      44.76 |
|                                             Ruprecht 92 |    10h53m47s |    -61d45m00s |    -- |      1121 |      -- |   -- |     1 |    2211.00 |   289.4822 |    -1.9899 |   -7563.26 |   -2083.15 |     -52.17 |
|                            Kronberger 39, Kronberger 39 |    10h54m14s |    -61d44m08s |    -- |      1122 |      -- |  207 |     2 |    7736.00 |   289.5238 |    -1.9537 |   -5716.98 |   -7286.97 |    -245.14 |
|                               ASCC 63, ASCC 63, ASCC 63 | 10h55m53.25s | -60d24m44.75s |   119 |      1123 |      -- |  271 |     3 |    3228.67 |   289.1312 |    -0.6743 |   -7242.02 |   -3050.14 |     -14.44 |
|                                               MWSC 5083 |    10h55m59s |    -32d24m18s |    -- |        -- |      -- |  949 |     1 |    4860.00 |   276.3383 |    24.4370 |   -7804.95 |   -4397.58 |    2035.94 |
|                                      Graham 1, Graham 1 |    10h56m22s |    -63d01m02s |   711 |      1125 |      -- |   -- |     2 |    1800.00 |   290.3016 |    -3.0024 |   -7676.59 |   -1685.87 |     -69.31 |
|                   Trumpler 17, Trumpler 17, Trumpler 17 |    10h56m26s |    -59d12m42s |  1701 |      1124 |      -- |  334 |     3 |    2190.67 |   288.6780 |     0.4397 |   -7598.37 |   -2075.23 |      41.53 |
|             Collinder 236, Collinder 236, Collinder 236 |    10h57m13s |    -61d07m00s |   379 |      1126 |      -- |  237 |     3 |     807.67 |   289.5792 |    -1.2415 |   -8029.42 |    -760.79 |       8.62 |
|                         Bochum 12, Bochum 12, Bochum 12 |    10h57m23s |    -61d43m15s |   334 |      1127 |      -- |  209 |     3 |    2307.00 |   289.8543 |    -1.7798 |   -7517.05 |   -2168.82 |     -47.20 |
|                                  Hogg 9, Hogg 9, Hogg 9 |  10h58m23.5s |    -59d03m06s |   765 |      1128 |      -- |  346 |     3 |    1600.00 |   288.8375 |     0.6913 |   -7783.32 |   -1514.19 |      44.62 |
|                                             Majaess 133 |    10h58m43s |    -61d11m15s |    -- |      1129 |      -- |   -- |     1 |        nan |   289.7732 |    -1.2291 |        nan |        nan |        nan |
|                            Turner 6, Turner 6, Turner 6 | 10h59m07.25s | -59d29m16.75s |  1733 |      1130 |      -- |  323 |     3 |    2283.33 |   289.1054 |     0.3345 |   -7552.58 |   -2157.53 |      37.90 |
|                                Teutsch 106, Teutsch 106 |    10h59m25s |  -59d32m27.5s |    -- |      1131 |      -- |  318 |     2 |    6681.00 |   289.1616 |     0.3021 |   -6106.96 |   -6310.76 |      55.08 |
|                                             Majaess 135 |    10h59m35s |    -59d00m02s |    -- |      1132 |      -- |   -- |     1 |        nan |   288.9552 |     0.8020 |        nan |        nan |        nan |
|                            NGC 3496, NGC 3496, NGC 3496 |  10h59m36.5s |    -60d20m18s |  1188 |      1133 |      -- |  278 |     3 |    1113.00 |   289.5164 |    -0.4124 |   -7928.17 |   -1049.03 |      17.78 |
|                                               MWSC 4146 |    11h00m45s |    -40d29m24s |    -- |        -- |      -- |  789 |     1 |    1419.00 |   281.1757 |    17.6594 |   -8036.49 |   -1326.49 |     456.61 |
|                      ESO 265-01, ESO 265 01, ESO 265-01 |    11h00m57s |    -45d20m42s |   623 |      1134 |      -- |  692 |     3 |    2108.00 |   283.3700 |    13.2887 |   -7823.99 |   -1995.95 |     509.99 |
|                                  Sher 1, Sher 1, Sher 1 |  11h01m02.5s |    -60d13m54s |  1658 |      1135 |      -- |  282 |     3 |    5850.33 |   289.6338 |    -0.2417 |   -6334.32 |   -5510.15 |      -4.08 |
|                                    Pismis 17, Pismis 17 |    11h01m06s |    -59d49m00s |  1446 |      1136 |      -- |   -- |     2 |    3504.00 |   289.4693 |     0.1394 |   -7132.05 |   -3303.63 |      31.72 |
|                               ASCC 64, ASCC 64, ASCC 64 | 11h03m03.75s | -60d55m02.75s |   120 |      1137 |      -- |  247 |     3 |    1566.67 |   290.1407 |    -0.7661 |   -7760.63 |   -1470.73 |       4.30 |
|                                             Chamaleon I |    11h03m36s |    -77d20m24s |    -- |        -- |      -- |   31 |     1 |     380.00 |   297.0070 |   -15.7262 |   -8134.19 |    -325.89 |     -76.54 |
|                                Ruprecht 93, Ruprecht 93 |    11h04m18s |    -61d22m09s |  1644 |        -- |      -- |  222 |     2 |    1528.00 |   290.4595 |    -1.1192 |   -7766.05 |   -1431.34 |      -4.58 |
|                Ruprecht 163, Ruprecht 163, Ruprecht 163 |    11h04m52s |    -67d56m48s |  1547 |      1138 |      -- |   68 |     3 |    2012.67 |   293.1628 |    -7.1195 |   -7515.21 |   -1836.16 |    -225.01 |
|                                    Shorlin 2, Shorlin 2 |  11h05m33.5s |    -61d15m15s |  1660 |        -- |      -- |  229 |     2 |    2064.50 |   290.5521 |    -0.9535 |   -7575.41 |   -1932.83 |      -9.71 |
|                                                 DBSB 60 |    11h05m37s |    -62d29m06s |    -- |        -- |      -- |  178 |     1 |    3740.00 |   291.0469 |    -2.0806 |   -6958.14 |   -3488.19 |    -113.15 |
|                            NGC 3532, NGC 3532, NGC 3532 |    11h05m44s |    -58d44m30s |  1190 |      1139 |      -- |  358 |     3 |     477.33 |   289.5761 |     1.3618 |   -8140.03 |    -449.62 |      37.82 |
