GLON,GLAT,RAJ2000,DEJ2000,Diam-a,Diam-b,Name,Class1,Class2,Com,Code,recno
97.07,1,21 40 01,+53 58 12,10,10,ASCC 114|MWSC 3542,OC   ,     ,                                ,REF306                                         ,3036
97.34,0.42,21 44 01,+53 43 15,5.5,5.5,NGC 7128|Collinder 440|OCL 218|FSR 327|MWSC 3554,OC   ,     ,                                ,REF239|REF1020|REF3032|REF3033                 ,3038
97.45,-2.54,21 56 53,+51 28 48,10,10,ASCC 115|MWSC 3575,OC   ,     ,                                ,REF306                                         ,3041
97.45,5.61,21 19 27,+57 35 32,6,6,NGC 7055|MWSC 3494,OC   ,lPOCR,                                ,REF226|REF667                                  ,3042
97.73,-8.39,22 19 12,+46 54 00,10,10,ASCC 119|MWSC 3614,OC   ,     ,                                ,REF306                                         ,3045
97.93,5.01,21 24 49,+57 31 50,4,4,Berkeley 92|OCL 220|FSR 329|MWSC 3510,OC   ,     ,                                ,REF239|REF507|REF1020|REF1037                  ,3051
98.07,-12.8,22 34 08,+43 20 53,9,9,FSR 330|MWSC 3639,OC   ,     ,                                ,REF507                                         ,3058
98.18,-12.77,22 34 36,+43 25 43,7.5,7.5,FSR 331|MWSC 3640,OC   ,     ,                                ,REF507                                         ,3060
98.49,1.06,21 47 12,+54 56 20,6,6,FSR 333|MWSC 3562,OC   ,     ,                                ,REF507|REF1020                                 ,3067
98.5,7.98,21 11 44,+59 58 12,2.5,1.5,Riddle 6|MWSC 3478,OC   ,lPOCR,                                ,REF298                                         ,3068
98.71,1.54,21 46 10,+55 26 56,7,7,FSR 334|MWSC 3559,OC   ,     ,contaminated                    ,REF507|REF3033                                 ,3072
98.86,-5.55,22 15 09,+49 52 58,20,20,NGC 7243|Melotte 240|Collinder 448|OCL 221|MWSC 3602,OC   ,     ,                                ,REF239                                         ,3075
99.09,0.96,21 50 48,+55 16 31,8,8,FSR 336|SAI 145|MWSC 3567,OC   ,     ,                                ,REF507|REF778|REF3032|REF3033                  ,3081
99.24,0.95,21 51 39,+55 19 00,8,8,FSR 338|MWSC 3570,OC   ,     ,core                            ,REF507|REF1020                                 ,3083
99.49,-0.32,21 58 34,+54 29 24,10,10,ASCC 116|MWSC 3576,OC   ,     ,                                ,REF306                                         ,3089
99.65,-1.83,22 05 33,+53 22 06,9,9,FSR 341|MWSC 3586,OC   ,     ,                                ,REF507|REF3033                                 ,3090
99.72,-0.08,21 58 48,+54 49 00,12,12,NGC 7175|MWSC 3577,OC   ,     ,                                ,REF226|REF667                                  ,3091
99.74,-2.23,22 07 39,+53 06 09,8,8,FSR 342|SAI 146|MWSC 3588,OC   ,     ,                                ,REF507|REF778|REF1020|REF3032|REF3033          ,3092
99.93,-2.67,22 10 22,+52 51 30,6,6,IC 1434|Melotte 239|Collinder 445|OCL 223|FSR343|MWSC 3592,OC   ,     ,                                ,REF239|REF738|REF627|REF920|REF3032|REF3033    ,3095
100.05,-0.33,22 01 39,+54 49 08,5,37,FSR 344|MWSC 3580,OC   ,     ,                                ,REF507                                         ,3101
100.36,3.61,21 45 40,+58 05 37,4,4,Teutsch 74|DSH J2145.6+5805|SAI 144|MWSC 3558,OC   ,     ,                                ,REF1070|REF778                                 ,3108
100.94,8.89,21 19 59,+62 20 39,5,5,FSR 346|MWSC 3495,OC   ,lPOCR,                                ,REF507                                         ,3117
101.27,-2.22,22 16 29,+54 03 00,7,7,IC 1442|OCL 224|MWSC 3606,OC   ,     ,                                ,REF239                                         ,3124
101.29,8.86,21 22 16,+62 34 20,5,5,FSR 347|MWSC 3502,OC   ,     ,                                ,REF507                                         ,3125
101.37,-1.86,22 15 14,+54 20 10,7,7,NGC 7245|Melotte 241|Collinder 449|OCL 225|FSR 348|MWSC 3603,OC   ,     ,                                ,REF239|REF778|REF3032|REF3033                  ,3128
101.41,-0.6,22 10 27,+55 23 46,3.6,2.7,NGC 7226|Collinder 446|OCL 226|FSR 349|MWSC 3591,OC   ,     ,                                ,REF239|REF3032|REF3033                         ,3130
101.44,-1.82,22 15 30,+54 24 30,4,3.5,King 9|OCL 227|MWSC 3604,OC   ,     ,                                ,REF239                                         ,3133
101.53,-2.51,22 18 37,+53 53 15,1.8,1.8,Teutsch 159|DSH J2218.6+5353|Teutsch J2218.6+5353,OC   ,     ,                                ,REF913                                         ,3136
101.73,-11.48,22 48 08,+46 15 06,29,29,Alessi 37|ASCC 124|MWSC 3663,OC   ,     ,                                ,REF298|REF306|REF891                           ,3140
101.88,-4.6,22 28 02,+52 18 46,4,3,NGC 7296|Collinder 451|OCL 228|MWSC 3625,OC   ,     ,                                ,REF239|REF985|REF1015                          ,3142
101.98,-0.59,22 13 47,+55 43 52,4,4,Teutsch 126|DSH J2213.7+5543|MWSC 3599,OC   ,     ,                                ,REF298|REF783                                  ,3143
102.03,7.02,21 37 43,+61 45 27,70,70,UBC 10a,OC   ,     ,related to CepOB2               ,REF8003                                        ,3144
102.49,5.75,21 47 31,+61 05 55,80,80,UBC 10b,OC   ,     ,nucleus of CepOB2               ,REF8003                                        ,3148
102.51,5.14,21 50 51,+60 38 29,10,10,FSR 351|MWSC 3568,OC   ,     ,                                ,REF507|REF3033                                 ,3150
102.64,-2.6,22 25 19,+54 24 45,2.5,2.5,Teutsch 128|DSH J2225.3+5424,OC   ,     ,                                ,REF1070                                        ,3153
103.1,-3.42,22 30 54,+53 57 23,4,4,FSR 357|MWSC 3633,OC   ,     ,                                ,REF507|REF3033                                 ,3165
103.13,-1.18,22 22 52,+55 52 15,4,4,Berkeley 94|OCL 231|MWSC 3618,OC   ,     ,outskirsts of Sh2-132           ,REF239|REF991                                  ,3168
103.35,2.2,22 10 18,+58 47 58,5,5,Kirkpatrick 1|FSR 358|MWSC 3590,OC   ,     ,                                ,REF039|REF507|REF1020|REF3032|REF3033          ,3173
103.56,-2.59,22 30 43,+54 54 00,12,12,ASCC 121|MWSC 3632,OC   ,     ,                                ,REF306                                         ,3177
103.58,-0.59,22 23 23,+56 36 42,3,3,SBB 4|Teutsch 328|MWSC 3620,OC   ,     ,outskirts of Sh2-132            ,REF991|REF1070                                 ,3179
103.61,2.07,22 12 32,+58 51 10,2,2,Teutsch 125|DSH J2212.5+5851|MWSC 3597,OC   ,     ,                                ,REF1070|REF930                                 ,3180
103.72,-2.09,22 29 53,+55 24 30,2.5,2.5,Berkeley 96|OCL 232|FSR 359|MWSC 3630,OC   ,     ,                                ,REF239|REF3033                                 ,3187
103.87,-5.63,22 42 41,+52 24 45,7,5,Berkeley 98|OCL 234|FSR 361|MWSC 3655,OC   ,     ,                                ,REF239|REF507|REF733                           ,3189
103.98,-4.3,22 39 03,+53 37 47,5,15,FSR 362|MWSC 3647,OC   ,     ,                                ,REF507                                         ,3193
104.01,6.45,21 53 44,+62 36 12,5,4,NGC 7160|Collinder 443|OCL 236|MWSC 3572,OC   ,lPOCR,in CepOB2                       ,REF239                                         ,3195
104.03,0.91,22 20 11,+58 07 15,7,6,NGC 7261|Collinder 450|OCL 237|FSR 363|MWSC 3617,OC   ,     ,                                ,REF239|REF3032|REF3033                         ,3196
104.15,3.23,22 10 48,+60 06 22,11,11,FSR 364|MWSC 3593,OC   ,     ,                                ,REF507                                         ,3198
104.19,-2.22,22 33 10,+55 32 00,10,10,FSR 365|MWSC 3636,OC   ,     ,                                ,REF507|REF3032                                 ,3199
104.36,1.77,22 18 39,+59 00 50,8,8,FSR 366|MWSC 3610,OC   ,     ,                                ,REF507                                         ,3202
104.45,4.15,22 08 27,+61 01 42,21,21,AT 5|Alessi-Teutsch 5|ASCC 118|Alessi 27|MWSC 3589,OC   ,     ,                                ,REF298|REF306|REF891|REF913                    ,3204
104.56,1.28,22 22 01,+58 43 08,2.5,2.5,Juchert 21|DSH J2222.0+5843|FSR 372,OC   ,     ,                                ,REF1070|REF3033                                ,3206
104.74,-8.6,22 30 36,+57 12 36,12,12,ASCC 120|MWSC 3631,OC   ,     ,                                ,REF306                                         ,3211
104.75,-4,22 42 36,+54 15 36,34,34,ASCC 123|MWSC 3654,OC   ,     ,                                ,REF306                                         ,3212
104.85,5.39,22 04 59,+62 16 12,13,13,ASCC 117|MWSC 3584,OC   ,     ,                                ,REF306                                         ,3215
105.01,7.36,21 55 32,+63 55 55,4,4,Berkeley 93|OCL 239|MWSC 3574,OC   ,     ,                                ,REF239                                         ,3218
105.13,-7.63,22 55 47,+59 11 05,50,50,Teutsch 182|UBC 6,OC   ,     ,                                ,REF1070|REF8003                                ,3220
105.35,9.49,21 45 11,+65 46 45,10,10,NGC 7142|Collinder 442|OCL 241|FSR 373|MWSC 3557,OC   ,     ,                                ,REF239|REF1020|REF3032|REF3033                 ,3228
105.47,1.2,22 28 18,+59 07 30,8,8,Berkeley 95|OCL 242|FSR 375|MWSC 3626,OC   ,     ,                                ,REF239|REF736|REF626|REF1015|REF3032|REF3033   ,3233
105.56,4.18,22 15 52,+61 41 30,2.5,2.5,Teutsch 75|DSH J2215.8+6141,OC   ,     ,                                ,REF1070                                        ,3236
105.74,2.54,22 24 32,+60 24 53,1.7,1.5,Teutsch 53|DSH J2224.5+6024|MWSC 3622,OC   ,     ,                                ,REF298|REF783                                  ,3242
105.78,0.06,22 34 46,+58 18 05,2,31,FSR 377,OC   ,     ,                                ,REF507|REF3033                                 ,3244
106.28,13.55,21 22 40,+69 21 25,9,9,FSR 379|MWSC 3504,OC   ,     ,                                ,REF507                                         ,3251
106.58,-8.45,23 06 18,+51 03 00,12,12,ASCC 126|MWSC 3699,OC   ,     ,                                ,REF306                                         ,3256
106.64,-0.39,22 42 13,+58 19 52,5.5,5.5,FSR 381|MWSC 3652|MWSC 3649,OC   ,     ,                                ,REF507|REF3032|REF3033                         ,3257
106.64,0.38,22 39 23,+59 00 15,5,4,Berkeley 97|OCL 243|FSR 382|MWSC 3648,OC   ,     ,                                ,REF239|REF626|REF1015|REF3032|REF3033          ,3258
106.71,-4.88,22 57 20,+54 21 20,7,5,NGC 7438|MWSC 3682,OC   ,     ,not FSR 380                     ,REF226|REF985                                  ,3259
106.96,0.12,22 42 32,+58 55 53,8,8,FSR 385|MWSC 3653,OC   ,     ,                                ,REF507|REF1020|REF3032|REF3033                 ,3268
107.1,1.11,22 39 37,+59 54 35,3,2,Czernik 42|OCL 245|MWSC 3650,OC   ,     ,                                ,REF239|REF628                                  ,3271
107.13,12.61,21 36 46,+69 16 02,6,6,FSR 386|MWSC 3535,OC   ,     ,                                ,REF507|REF1020                                 ,3272
107.62,-2.28,22 55 10,+57 05 45,6,5,NGC 7423|Berkeley 57|OCL 246|FSR 391|MWSC 3674,OC   ,     ,                                ,REF226|REF239|REF1020|REF1043|REF3033          ,3282
107.78,-1.01,22 52 10,+58 18 10,8,8,King 18|OCL 247|FSR 392|MWSC 3669,OC   ,     ,                                ,REF239|REF778|REF736|REF627|REF3032|REF3033    ,3286
107.9,0.58,22 47 24,+59 46 54,4,4,Teutsch 54|DSH J2247.4+5946|MWSC 3661,OC   ,     ,                                ,REF327|REF783                                  ,3289
108.31,-0.81,22 55 05,+58 42 53,5,5,FSR 394|SAI 147|MWSC 3675,OC   ,     ,                                ,REF507|REF778|REF1020                          ,3300
108.49,-0.39,22 55 00,+59 10 20,6,5,King 10|OCL 248|FSR 396|MWSC 3673,OC   ,     ,                                ,REF239|REF3032|REF3033                         ,3307
108.83,5.32,22 34 53,+64 23 02,2.2,2.2,Teutsch 129|DSH J2234.8+6423,OC   ,     ,                                ,REF1070                                        ,3328
108.89,5.05,22 36 33,+64 10 48,12,12,FSR 398|MWSC 3644,OC   ,     ,                                ,REF507|REF3033                                 ,3330
108.96,0.26,22 56 06,+59 57 42,11,11,NGC 7429|OCL 249|MWSC 3676,OC   ,     ,core                            ,REF239|REF667                                  ,3334
109.13,1.12,22 54 18,+60 48 58,9,9,NGC 7419|Collinder 453|OCL 250|FSR 400|MWSC 3672,OC   ,     ,                                ,REF239|REF3032|REF3033                         ,3337
109.4,-0.23,23 00 55,+59 42 18,6,6,FSR 401|MWSC 3686,OC   ,     ,                                ,REF507|REF3033                                 ,3340
109.48,-11.61,23 29 55,+49 07 23,12,12,NGC 7686|Collinder 456|OCL 251|MWSC 3734,OC   ,lPOCR,                                ,REF239|REF667                                  ,3343
109.59,-15.85,23 38 06,+45 06 29,6,6,FSR 403|MWSC 3749,OC   ,lPOCR,                                ,REF507                                         ,3348
109.93,-5.96,23 20 35,+54 36 00,18,18,ASCC 128|MWSC 3720,OC   ,     ,                                ,REF306                                         ,3357
110.18,2.76,22 56 17,+62 45 00,36,36,ASCC 125|FSR 409|MWSC 3677,OC   ,     ,                                ,REF306                                         ,3368
110.69,0.48,23 08 10,+60 52 30,5,5,Pfleiderer 3|PWM 3|FSR 412|MWSC 3702,OC   ,     ,                                ,REF207|REF1014|REF1020|REF3032|REF3033         ,3387
110.86,-20.02,23 50 40,+41 25 26,22,22,MWSC 5828,OC   ,     ,                                ,REF1098                                        ,3394
111.2,2.75,23 04 30,+63 09 51,7,7,FSR 418|MWSC 3692,OC   ,     ,                                ,REF507|REF3033                                 ,3410
111.23,-5.37,23 27 41,+55 35 30,25,25,Alessi 70|Alessi J2327.6+5535|ASCC 129|MWSC 3730,OC   ,     ,                                ,REF298|REF306|REF891                           ,3411
111.47,0.14,23 15 07,+60 50 59,4,4,FSR 422|MWSC 3711,OC   ,     ,                                ,REF507|REF3033                                 ,3418
111.48,5.19,22 57 32,+65 29 54,9,9,FSR 423|MWSC 3683,OC   ,     ,                                ,REF507|REF3032|REF3033                         ,3419
111.52,-8.68,23 36 28,+52 31 00,39,39,Stock 12|OCL 258|MWSC 3743,OC   ,     ,                                ,REF239                                         ,3420
111.92,-4.17,23 29 41,+56 56 53,6,6,FSR 427|MWSC 3731,OC   ,     ,contaminated                    ,REF507|REF3033                                 ,3431
112.26,4.13,23 08 24,+64 51 00,22,22,ASCC 127|MWSC 3704,OC   ,     ,                                ,REF306                                         ,3438
112.36,8.73,22 49 27,+69 03 36,6,6,FSR 428|MWSC 3665,OC   ,     ,                                ,REF507                                         ,3439
112.53,8.66,22 51 26,+69 04 25,8,8,FSR 429.MWSC 3667,OC   ,     ,                                ,REF507|REF3033                                 ,3442
