"CWNU_id","l","b","sig_l","sig_b","n","plx","sig_plx","pmx","sig_pmx","pmy","sig_pmy","rv","sig_rv","nrv","logage","A0","m-M","class"
2121,21.035,-2.686,0.093,0.054,15,0.597,0.053,0.6,0.046,-0.862,0.072,,,0,7.1,2.4,11,1
2122,256.357,0.644,0.234,0.04,14,0.239,0.023,-3.44,0.086,4.231,0.098,,,0,6.8,3.05,13.3,1
2123,241.86,0.431,0.037,0.034,14,0.326,0.032,-2.681,0.053,2.865,0.032,,,0,8.9,0.7,12.4,1
2124,150.565,2.755,0.108,0.069,14,0.296,0.02,0.683,0.099,-1.948,0.073,,,0,6.9,3.6,12.25,1
2125,98.389,-3.276,0.041,0.049,15,0.637,0.061,-4.158,0.061,-2.695,0.095,-39.14,,1,6.9,0.85,10.8,1
2126,211.599,-6.989,0.077,0.137,15,0.354,0.053,0.333,0.068,0.677,0.092,7.73,,1,9.1,0.55,12.1,1
2127,24.081,0.247,0.056,0.028,14,0.441,0.033,0.88,0.092,-2.136,0.073,-6.3,,1,8.35,4.5,11.55,1
2128,187.312,2.506,0.068,0.024,15,0.273,0.043,-0.2,0.078,-1.378,0.13,,,0,6.75,0.2,13.1,1
2129,166.441,5.102,0.154,0.11,15,0.479,0.03,-0.449,0.099,-1.658,0.079,,,0,8,1.65,11.85,1
2130,166.731,4.933,0.138,0.115,27,0.298,0.065,0.081,0.15,-1.061,0.116,-5.56,,1,8.65,1.2,12.05,1
2131,118.675,8.095,0.119,0.1,15,0.638,0.045,0.428,0.057,0.603,0.111,,,0,9,2.15,10.9,1
2132,152.205,-3.173,0.027,0.029,15,0.283,0.058,-0.734,0.105,-0.879,0.049,-21.17,14.23,2,8.65,3.5,12.5,1
2133,318.79,1.3,0.122,0.106,14,0.555,0.025,-3.95,0.048,-1.914,0.08,,,0,7.25,2.35,11.15,1
2134,97.561,-0.946,0.244,0.084,14,0.331,0.056,-4.085,0.047,-3.905,0.136,-43.54,,1,8.4,2.9,12.15,1
2135,304.496,5.283,0.055,0.144,14,0.456,0.036,-4.214,0.063,-0.277,0.051,,,0,7.6,1.1,11.55,1
2136,181.466,-7.006,0.216,0.139,15,0.764,0.052,0.756,0.1,-5.781,0.084,,,0,8.8,2.35,10.65,1
2137,306.75,12.398,0.211,0.098,15,0.311,0.049,-7.065,0.199,-1.33,0.17,-10.78,10.33,2,8.65,1.85,13.15,1
2138,282.311,1.057,0.059,0.054,13,0.485,0.02,-8.33,0.05,3.835,0.054,,,0,8.65,1.35,11.45,1
2139,183.57,-1.426,0.097,0.155,15,0.413,0.032,0.183,0.098,-1.794,0.035,,,0,7.1,1.15,12.05,1
2140,295.347,-0.083,0.053,0.04,15,0.401,0.021,-7.365,0.035,1.129,0.06,,,0,7.4,1,11.85,1
2141,112.632,-3.098,0.123,0.07,15,0.343,0.043,-2.815,0.136,-2.06,0.087,-127.07,,1,8.8,2.65,12.2,1
2142,182.888,2.335,0.022,0.03,13,0.252,0.022,0.843,0.055,-0.119,0.026,,,0,8.1,1.35,12.8,1
2143,10.05,-8.519,0.203,0.032,13,0.235,0.06,-2.442,0.064,-4.333,0.063,,,0,8.2,3.45,14.15,1
2144,86.419,2.437,0.036,0.019,15,0.287,0.028,-3.064,0.079,-4.212,0.034,,,0,6.8,3.9,12.7,1
2145,172.47,2.009,0.156,0.111,15,0.622,0.045,1.261,0.106,-3.137,0.081,,,0,6.95,3,11.2,1
2146,1.462,3.28,0.075,0.082,13,0.656,0.062,1.872,0.077,-0.361,0.061,,,0,7.8,4.2,10.9,1
2147,219.285,1.749,0.119,0.081,13,0.679,0.035,-1.103,0.077,0.358,0.059,,,0,8.75,0.35,10.85,1
2148,11.68,-0.439,0.05,0.043,13,0.407,0.052,0.258,0.038,-1.129,0.034,-12.75,34.67,2,8.95,1.55,11.8,1
2149,97.901,1.698,0.042,0.053,13,0.381,0.041,-5.686,0.1,-5.151,0.039,,,0,9.15,3.7,11.85,1
2150,95.548,-2.953,0.115,0.107,13,0.376,0.037,-2.939,0.051,-2.525,0.063,,,0,7.45,1.55,11.95,1
2151,105.991,-3.193,0.026,0.04,13,0.25,0.019,-2.581,0.025,-2.92,0.068,,,0,8.85,1.55,12.75,1
2152,204.567,-10.488,0.269,0.208,13,0.702,0.049,0.762,0.117,-2.375,0.07,,,0,8.95,2.45,10.9,1
2153,341.268,-7.522,0.112,0.054,13,0.463,0.052,0.005,0.139,-1.635,0.087,21.4,,1,9.65,0.4,11.5,1
2154,238.835,-3.57,0.017,0.024,13,0.398,0.019,-2.617,0.048,2.962,0.053,,,0,7.1,2.65,11.75,1
2155,108.369,-1.039,0.09,0.032,15,0.306,0.02,-3.506,0.103,-2.29,0.048,,,0,7.05,2.6,12.25,1
2156,188.795,2.392,0.009,0.012,15,0.342,0.03,-0.21,0.15,-1.146,0.093,,,0,8.9,2.2,12.45,1
2157,189.354,0.375,0.08,0.089,15,0.547,0.033,1.42,0.062,-2.435,0.079,61.28,,1,6.95,1.4,11.4,1
2158,187.92,1.518,0.053,0.38,20,0.296,0.067,0.242,0.094,-0.269,0.083,,,0,6.8,3.15,13.7,1
2159,107.747,1.814,0.044,0.051,15,0.371,0.012,-3.871,0.051,-2.599,0.073,-50.73,,1,8.4,3.55,12,1
2160,85.88,5.927,0.023,0.022,15,0.14,0.047,-2.549,0.042,-3.823,0.03,-62.01,,1,8.85,2.35,13.65,1
2161,142.471,4.545,0.024,0.028,15,0.243,0.01,-0.181,0.051,0.095,0.104,,,0,7.55,3.3,13.2,1
2162,241.939,-0.706,0.031,0.034,14,0.245,0.018,-2.361,0.042,2.974,0.076,,,0,8.85,0.45,12.75,1
2163,355.212,-1.516,0.09,0.17,14,0.524,0.047,-0.679,0.067,-2.554,0.06,,,0,6.45,1.75,11.15,1
2164,5.992,0.404,0.015,0.011,13,0.229,0.029,-0.88,0.066,-2.144,0.11,29.7,,1,8,6.85,12.65,1
2165,265.572,-6.025,0.062,0.083,13,0.543,0.036,-4.155,0.055,7.378,0.057,,,0,8.55,0.95,11.25,1
2166,67.957,-1.353,0.075,0.072,13,0.383,0.027,-2.65,0.032,-5.138,0.045,,,0,6.75,3.45,12.25,1
2167,59.77,-0.512,0.019,0.03,13,0.143,0.019,-3.077,0.041,-5.243,0.034,,,0,6.1,6.2,13.6,1
2168,161.654,-2.891,0.128,0.067,14,0.441,0.048,1.088,0.085,-1.939,0.063,,,0,7.5,1.85,11.75,1
2169,108.84,-1.444,0.088,0.024,14,0.48,0.013,-3.24,0.038,-2.79,0.032,,,0,8.35,1.4,11.5,1
2170,262.465,2.741,0.217,0.082,13,0.7,0.08,-3.912,0.074,3.642,0.1,34.43,,1,8.85,1.85,10.6,1
2171,177.066,3.144,0.127,0.033,14,0.409,0.042,-0.195,0.085,-1.381,0.054,,,0,6.75,0.1,12.25,1
2172,86.629,5.503,0.124,0.135,14,0.641,0.078,-2.098,0.061,-5.421,0.085,,,0,8.65,1.55,10.9,1
2173,85.599,-3.774,0.023,0.08,13,0.529,0.039,-3.98,0.087,-5.722,0.085,,,0,7.9,1.65,11.25,1
2174,241.726,1.995,0.083,0.154,14,0.584,0.049,-1.523,0.053,1.075,0.038,35.82,32.17,2,7.7,0.95,11.3,1
2175,161.061,-0.288,0.138,0.058,14,0.439,0.041,0.977,0.077,-2.252,0.07,,,0,7.55,1.4,11.55,1
2176,80.703,4.999,0.1,0.144,14,0.497,0.034,-2.884,0.11,-5.805,0.077,,,0,6,1.05,11.55,1
2177,278.521,1.052,0.039,0.134,14,0.332,0.044,-6.175,0.077,4.107,0.086,,,0,6.7,1.75,12.15,1
2178,208.28,1.109,0.054,0.106,14,0.206,0.037,-0.306,0.037,0.156,0.113,,,0,6.9,2.25,13.9,1
2179,310.452,16.895,0.097,0.233,14,0.411,0.122,-7.875,0.213,0.515,0.163,,,0,9.35,0.65,12.45,1
2180,177.1,-1.546,0.118,0.062,14,0.777,0.038,-1.264,0.097,-4.225,0.04,,,0,8.4,2,10.65,1
2181,209.112,-2.897,0.19,0.073,14,0.637,0.049,-1.504,0.062,0.737,0.089,,,0,6.6,0.9,11.1,1
2182,249.484,-1.102,0.016,0.054,13,0.255,0.036,-2.418,0.096,2.42,0.023,75.84,,1,8.55,2.25,12.65,1
2183,108.315,-0.828,0.023,0.04,15,0.248,0.007,-3.706,0.042,-1.276,0.067,-74.48,,1,9.15,3.25,13.3,1
2184,56.202,-3.293,0.018,0.035,14,0.412,0.043,-0.978,0.055,-4.57,0.041,,,0,7.5,1.25,11.7,1
2185,280.749,-4.804,0.031,0.041,14,0.359,0.021,-5.042,0.061,3.813,0.075,,,0,8.65,0.85,12.05,1
2186,91.349,-1.943,0.027,0.045,13,0.373,0.021,-2.566,0.044,-3.779,0.063,,,0,6.45,0.45,12.3,1
2187,331.397,-0.841,0.05,0.075,14,0.34,0.044,-2.999,0.036,-3.575,0.058,-55.56,,1,9.3,2.55,12.85,1
2188,11.15,-0.276,0.014,0.021,14,0.533,0.026,0.708,0.059,-1.717,0.045,,,0,7.6,2.35,11.15,1
2189,8.287,0.141,0.01,0.045,13,0.29,0.026,-0.718,0.047,-1.524,0.076,,,0,6.15,7.4,12.2,1
2190,238.179,-0.038,0.041,0.05,14,0.299,0.045,-1.388,0.099,2.621,0.067,75.86,,1,8.35,1.15,12.35,1
2191,343.299,0.29,0.067,0.07,13,0.486,0.049,-0.83,0.15,-3.066,0.057,,,0,7,4.7,11.8,1
2192,314.88,-1.308,0.05,0.034,14,0.476,0.045,-6.569,0.038,-2.728,0.075,-24.98,1.44,2,9.05,1.55,11.5,1
2193,323.382,-0.086,0.04,0.084,13,0.312,0.027,-2.814,0.076,-2.639,0.042,,,0,7.9,8.2,12.1,1
2194,224.541,-6.479,0.09,0.101,14,0.277,0.055,-0.387,0.103,1.942,0.12,,,0,9.25,1.05,13.4,1
2195,157.837,2.748,0.048,0.03,14,0.274,0.036,0.365,0.056,-0.669,0.06,,,0,7.15,1.7,13,1
2196,301.106,0.709,0.254,0.042,13,0.345,0.041,-5.931,0.067,-0.327,0.089,,,0,6.9,3.65,12.65,1
2197,236.582,0.269,0.028,0.016,14,0.275,0.057,-1.13,0.069,2.835,0.058,,,0,9.05,1.9,12.6,1
2198,251.834,2.713,0.016,0.033,13,0.249,0.05,-2.732,0.056,3.655,0.076,,,0,8.8,0.45,12.9,1
2199,122.595,-0.069,0.057,0.04,14,0.332,0.032,-1.607,0.036,-0.984,0.018,-52.73,,1,8.55,2.5,12.25,1
2200,354.454,6.761,0.127,0.126,13,0.484,0.035,-2.199,0.107,-1.968,0.133,,,0,9.5,1.3,12,1
2201,151.698,3.896,0.065,0.136,14,0.319,0.032,0.219,0.061,-0.815,0.083,,,0,6.3,1.1,12.9,1
2202,19.779,-3.69,0.065,0.061,13,0.534,0.031,-0.23,0.044,0.795,0.077,,,0,7.4,3,11.2,1
2203,111.108,0.541,0.022,0.021,14,0.331,0.021,-4.581,0.044,-2.681,0.02,,,0,7.1,3.8,12.15,1
2204,108.111,1.567,0.129,0.062,14,0.54,0.032,-4.162,0.058,-2.22,0.055,,,0,7.15,3.6,11.15,1
2205,236.341,4.731,0.015,0.072,14,0.318,0.02,-2.406,0.035,2.414,0.055,74.15,,1,8.55,0.55,12.35,1
2206,170.024,-4.894,0.015,0.027,14,0.241,0.049,0.355,0.029,-1.028,0.076,,,0,7,2.85,13.15,1
2207,101.367,0.49,0.029,0.032,14,0.229,0.009,-3.864,0.095,-3.395,0.083,,,0,8.9,3.7,12.7,1
2208,114.349,-4.989,0.081,0.038,14,0.456,0.03,-1.94,0.033,-1.83,0.045,,,0,7.5,1.25,11.75,1
2209,345.593,-2.039,0.048,0.055,19,0.497,0.049,-0.095,0.122,-1.141,0.097,-3.99,,1,8.15,3.7,11.25,1
2210,356.829,-2.585,0.03,0.024,14,0.406,0.027,0.626,0.078,-0.569,0.054,15.7,,1,9.35,3.85,11.85,1
2211,233.059,-3.679,0.034,0.04,14,0.348,0.029,-2.587,0.019,1.525,0.024,,,0,7.35,2,12.3,1
2212,222.583,0.694,0.377,0.04,12,0.354,0.052,-1.172,0.084,1.653,0.088,,,0,9.05,0.7,12,1
2213,6.889,-0.513,0.064,0.032,14,0.455,0.023,0.012,0.098,-1.184,0.071,,,0,8.2,4.3,11.85,1
2214,169.291,-0.543,0.044,0.061,14,0.31,0.028,-0.152,0.056,-1.737,0.041,-5.49,,1,8.65,1.8,12.35,1
2215,108.851,-2.548,0.16,0.087,12,0.395,0.055,-2.929,0.099,-1.842,0.067,-13.6,,1,9.05,1.45,11.65,1
2216,273.565,-5.921,0.277,0.124,186,0.355,0.058,-3.776,0.129,3.826,0.092,16.44,2.58,9,8.9,0.9,12.05,1
2217,241.809,-0.395,0.069,0.103,14,0.442,0.041,-2.156,0.03,2.276,0.099,,,0,8.65,0.8,11.6,1
2218,175.753,2.324,0.058,0.065,14,0.315,0.028,0.338,0.094,-1.74,0.126,39.61,,1,8.9,1.9,12.65,1
2219,284.535,2.413,0.069,0.063,14,0.373,0.04,-7.245,0.097,3.54,0.053,,,0,8.95,1.6,12.5,1
2220,188.738,-4.413,0.194,0.057,12,0.312,0.052,0.404,0.158,-0.412,0.137,32.65,20.46,3,9.25,1.8,13,1
2221,25.533,-0.758,0.036,0.019,23,0.347,0.083,0.183,0.046,-1.514,0.058,41.02,,1,8.3,4.65,12.05,1
2222,218.498,3.428,0.061,0.026,13,0.271,0.02,-0.966,0.06,0.479,0.094,,,0,8.8,0.65,13.25,1
2223,307.681,0.203,0.042,0.046,152,0.263,0.058,-6.333,0.087,-1.234,0.102,-45.53,5.08,2,6.6,4.3,12.9,1
2224,75.071,3.887,0.065,0.074,13,0.281,0.04,-2.609,0.121,-4.879,0.038,-34.36,,1,8.9,2,13.25,1
2225,198.432,3.299,0.041,0.045,13,0.325,0.015,-0.394,0.079,-0.806,0.041,,,0,8.7,1.3,12.3,1
2226,273.355,0.866,0.034,0.032,12,0.361,0.028,-4.951,0.032,4.826,0.034,,,0,6.6,1.65,12,1
2227,321.412,-2.02,0.152,0.108,141,0.304,0.046,-3.753,0.123,-3.529,0.123,-75.87,,1,7.1,2.95,12.25,1
2228,39.652,-1.369,0.352,0.103,140,0.377,0.076,-1.327,0.141,-3.124,0.165,17.51,21.67,3,7.75,5.45,12.6,1
2229,301.818,2.486,0.341,0.155,19,0.442,0.061,-5.899,0.04,0.202,0.111,,,0,9.2,1.85,12.15,1
2230,235.743,-6.226,0.064,0.05,13,0.205,0.036,-0.622,0.116,1.541,0.09,124.57,,1,9.25,0.25,13.95,1
2231,342.165,-0.738,0.149,0.064,13,0.414,0.024,-0.57,0.043,-1.811,0.031,,,0,9,3.55,12.15,1
2232,288.41,0.316,0.097,0.06,133,0.217,0.049,-7.206,0.071,3.062,0.075,5.4,13.39,4,8.15,2.35,12.9,1
2233,150.638,1.91,0.31,0.088,12,0.565,0.101,1.353,0.054,-1.16,0.071,,,0,8.65,2.1,11.05,1
2234,80.42,4.936,0.158,0.074,13,0.786,0.054,-0.31,0.075,-1.6,0.067,,,0,7.85,1.65,10.4,1
2235,156.535,0.184,0.166,0.044,12,0.386,0.046,0.619,0.064,-2.592,0.033,-65.51,,1,8.9,3.1,12.1,1
2236,195.494,-2.188,0.046,0.021,13,0.345,0.037,0.645,0.063,-1.872,0.106,,,0,8.55,2.7,12.8,1
2237,309.44,-0.316,0.09,0.039,12,0.483,0.034,-2.588,0.054,-2.163,0.038,,,0,7.35,1.7,11.5,1
2238,131.548,-2.42,0.089,0.037,13,0.453,0.017,-3.359,0.054,-0.209,0.054,-33.56,1.37,3,9.2,1.8,11.55,1
2239,136.896,2.184,0.089,0.087,13,0.382,0.027,-0.009,0.088,-0.383,0.078,,,0,8.35,2.25,11.85,1
2240,58.526,0.733,0.034,0.058,13,0.403,0.03,-3.55,0.074,-6.45,0.047,,,0,8.3,3.1,11.65,1
2241,315.445,-1.566,0.065,0.05,12,0.482,0.024,-4.666,0.035,-3.096,0.074,,,0,7.5,2.25,11.55,1
2242,301.835,-0.813,0.01,0.017,13,0.18,0.031,-6.689,0.04,-0.234,0.039,,,0,7.35,5.05,14.3,1
2243,67.997,1.48,0.126,0.053,124,0.235,0.053,-2.672,0.103,-5.037,0.085,7.47,13.92,6,7.15,2.7,12.65,1
2244,189.338,-2.504,0.187,0.052,13,0.516,0.015,-0.144,0.089,-1.471,0.073,63.52,,1,8.55,1.45,11.4,1
2245,304.288,3.018,0.009,0.025,13,0.515,0.036,-5.236,0.077,-0.162,0.017,,,0,8.05,1.75,11.4,1
2246,352.023,-0.474,0.109,0.056,13,0.778,0.033,0.114,0.032,-0.87,0.05,,,0,8.45,2.55,10.45,1
2247,56.379,-2.786,0.138,0.07,13,0.737,0.047,-1.957,0.059,-1.787,0.051,,,0,7.5,1.45,10.6,1
2248,322.908,-2.154,0.054,0.052,13,0.311,0.01,-3.394,0.051,-3.513,0.05,,,0,6.65,3.9,12.85,1
2249,321.479,1.747,0.079,0.047,12,0.559,0.038,-3.474,0.16,-3.088,0.07,-26.54,,1,8.45,3.4,11.05,1
2250,222.832,-4.956,0.067,0.093,12,0.778,0.032,-0.82,0.087,1.298,0.094,,,0,7.7,1.2,10.4,1
2251,93.679,-3.146,0.132,0.031,12,0.52,0.034,-2.653,0.072,-2.466,0.085,,,0,8.65,2.1,11.3,1
2252,351.094,-0.69,0.043,0.044,12,0.405,0.044,-0.578,0.044,-3.787,0.057,,,0,6.35,3.25,12.05,1
2253,82.766,2.967,0.085,0.085,13,0.447,0.03,-3.524,0.037,-5.813,0.095,,,0,6.5,2.4,11.65,1
2254,77.088,0.846,0.143,0.019,13,0.684,0.028,-0.121,0.062,-3.283,0.05,,,0,7.2,3.2,10.75,1
2255,153.591,8.856,0.027,0.024,13,0.275,0.009,-0.788,0.036,-1.179,0.02,-30.16,0.2,4,8.95,1.9,12.5,1
2256,100.121,-1.102,0.051,0.064,13,0.44,0.03,-4.654,0.051,-4.598,0.066,,,0,8.6,2.7,12,1
2257,263.44,-6.805,0.096,0.082,13,0.718,0.026,-4.694,0.069,5.007,0.129,17.78,,1,7.75,0.9,10.6,1
2258,59.451,0.659,0.28,0.113,131,0.255,0.054,-2.36,0.09,-5.641,0.085,20.4,9.36,4,7.35,3.9,12.55,1
2259,232.913,-1.354,0.269,0.359,142,0.316,0.045,-2.387,0.132,2.97,0.11,64.21,30.77,4,8.75,1,12.4,1
2260,266.94,-1.908,0.092,0.102,13,0.456,0.027,-4.47,0.039,5.419,0.092,,,0,7.4,1.65,11.55,1
2261,294.237,0.434,0.07,0.035,99,0.214,0.038,-7.078,0.068,1.702,0.055,1.31,1.09,2,8.35,2.85,13.05,1
2262,112.04,0.75,0.031,0.082,13,0.35,0.013,-4.347,0.047,-1.713,0.064,,,0,8.6,3.45,12.05,1
2263,318.96,0,0.032,0.039,96,0.319,0.054,-3.182,0.099,-2.435,0.143,-48.91,1.12,11,8,7.5,12.3,1
2264,294.19,-0.795,0.034,0.019,13,0.427,0.015,-7.551,0.024,0.173,0.062,,,0,8.3,1.6,11.75,1
2265,289.882,2.387,0.105,0.056,94,0.295,0.043,-6.413,0.107,2.127,0.081,26.74,9.48,5,8.9,0.75,12.3,1
2266,333.54,-1.626,0.086,0.076,94,0.348,0.055,-0.816,0.093,-2.447,0.101,-46.29,,1,8,3.9,12,1
2267,209.157,-0.987,0.12,0.136,13,0.334,0.029,-0.302,0.036,-0.444,0.063,,,0,6.8,3.2,12.9,1
2268,267.461,-2.072,0.083,0.065,91,0.218,0.047,-3.612,0.082,3.496,0.062,70.7,,1,8.7,2.6,12.95,1
2269,299.285,0.961,0.105,0.108,100,0.301,0.049,-5.823,0.105,-0.068,0.119,-38.18,,1,7.4,1.8,12.25,1
2270,95.57,-0.58,0.251,0.126,108,0.44,0.062,-2.819,0.116,-2.632,0.128,-43.21,1.93,2,8.45,1.65,11.6,1
2271,238.194,-0.047,0.044,0.049,13,0.254,0.046,-2.152,0.045,3.045,0.057,,,0,8.15,2.25,13.45,1
2272,238.714,0.925,0.069,0.063,13,0.305,0.027,-2.578,0.124,3.448,0.143,85.9,,1,8.45,1.2,12.85,1
2273,108.939,-1.686,0.157,0.042,12,0.58,0.058,-6.778,0.05,-3.4,0.059,-30.54,,1,9.05,1.7,11.05,1
2274,353.961,-0.899,0.052,0.039,84,0.401,0.063,-0.239,0.083,-1.077,0.115,-17.47,,1,7.9,4.95,11.65,1
2275,285.683,-0.478,0.078,0.033,84,0.204,0.043,-5.474,0.098,2.554,0.064,-58.6,,1,6.65,4,13.6,1
2276,317.323,-0.206,0.119,0.113,82,0.42,0.07,-4.144,0.105,-2.668,0.125,-42.89,,1,6.5,2.5,11.7,1
2277,24.094,-1.229,0.086,0.06,81,0.331,0.046,-0.27,0.122,-2.989,0.089,38.16,1.02,3,8.65,3.7,12.05,1
2278,61.978,-0.751,0.07,0.029,12,0.377,0.037,-1.968,0.055,-5.911,0.043,7.51,,1,6.15,6.05,12.3,1
2279,3.917,-0.616,0.119,0.126,81,0.374,0.043,-0.124,0.123,-0.986,0.064,7.66,,1,8.2,3.55,11.8,1
2280,292.19,-0.206,0.037,0.024,13,0.232,0.021,-7.05,0.059,2.276,0.036,,,0,6.6,3.7,13.65,1
2281,239.84,-0.987,0.294,0.167,85,0.302,0.045,-2.143,0.065,2.241,0.073,80.81,11.12,4,8.5,1.1,12.3,1
2282,87.357,0.713,0.187,0.129,79,0.353,0.053,-3.827,0.098,-4.545,0.093,-20.67,,1,6.5,1.5,12.6,1
2283,61.259,-0.817,0.27,0.092,77,0.36,0.07,-2.112,0.099,-4.581,0.11,-0.11,4.95,5,7.75,5.25,11.85,1
2284,224.602,1.356,0.369,0.122,84,0.352,0.045,-2.205,0.084,2.05,0.069,103.57,12.78,3,7.5,1,12,1
2285,320.403,-2.258,0.097,0.071,77,0.314,0.049,-3.8,0.091,-3.001,0.099,-38.88,9.86,5,7.9,3.05,12.2,1
2286,223.552,2.181,0.078,0.064,77,0.227,0.057,-1.017,0.091,0.407,0.087,86.68,24.99,7,8.9,1.05,13.15,1
2287,170.389,2.932,0.056,0.096,13,0.511,0.031,-0.014,0.078,-2.117,0.063,,,0,8.55,1.75,11.25,1
2288,11.695,1.151,0.143,0.067,77,0.531,0.068,0.401,0.15,-0.456,0.122,,,0,8.05,4.2,11.2,1
2289,243.696,0.995,0.033,0.069,12,0.234,0.024,-2.212,0.036,2.452,0.062,,,0,8.9,1.75,12.75,1
2290,74.286,2.268,0.18,0.134,13,0.74,0.018,-0.246,0.039,-4.237,0.03,,,0,7.05,0.8,10.6,1
2291,322.288,-1.844,0.09,0.133,75,0.324,0.051,-3.572,0.079,-3.565,0.076,-31.44,19.43,2,6.65,4.55,12.7,1
2292,301.906,0.932,0.059,0.044,75,0.311,0.05,-5.988,0.096,-0.66,0.107,-27.05,3.3,3,8.95,3.85,12.05,1
2293,216.788,-0.825,0.236,0.148,74,0.369,0.051,-1.108,0.079,2.358,0.113,59.86,1.92,5,8.35,2.05,12.05,1
2294,263.558,-2.114,0.09,0.108,13,0.454,0.021,-5.746,0.075,5.101,0.053,,,0,7.5,1.6,11.5,1
2295,303.932,-1.476,0.043,0.036,13,0.329,0.018,-5.956,0.038,-0.511,0.027,-11.25,,1,8.65,2.95,12.15,1
2296,349.365,2.246,0.082,0.054,13,0.58,0.032,-0.983,0.064,-2.798,0.084,,,0,7,2.7,11.35,1
2297,32.247,-3.511,0.122,0.173,73,0.5,0.046,-0.506,0.099,-2.963,0.131,-10.61,,1,7.5,2.45,11.25,1
2298,90.814,1.771,0.014,0.021,13,0.509,0.03,-3.16,0.038,-4.177,0.029,,,0,7.1,4.5,11.55,1
2299,298.209,3.034,0.017,0.023,12,0.31,0.017,-5.188,0.049,0.936,0.06,,,0,8.6,1.7,12.35,1
2300,284.775,-2.453,0.042,0.039,13,0.238,0.012,-5.047,0.076,2.863,0.059,,,0,9.3,1.9,12.7,1
2301,235.349,1.867,0.133,0.052,12,0.304,0.042,-1.564,0.077,2.31,0.052,,,0,7.8,1.6,12.75,1
2302,243.023,3.009,0.034,0.041,13,0.326,0.024,-3.107,0.018,3.021,0.061,,,0,8.65,0.4,12.2,1
2303,333.652,-1.375,0.13,0.064,71,0.346,0.044,-2.109,0.093,-3.433,0.102,-17.56,17.27,4,8.3,4.1,11.95,1
2304,283.535,-1.572,0.198,0.088,69,0.277,0.044,-7.014,0.076,3.772,0.065,10.24,7.99,2,7.85,2.45,12.65,1
2305,333.707,0.219,0.033,0.03,69,0.234,0.047,-2.889,0.101,-3.339,0.043,-71.11,,1,7.4,7.4,12.65,1
2306,224.473,-1.607,0.089,0.13,12,0.36,0.029,-1.036,0.047,1.429,0.016,54.21,,1,8.8,1.25,12,1
2307,168.269,-0.493,0.027,0.012,12,0.32,0.018,-0.24,0.072,-1.551,0.084,36.09,,1,8.8,1.5,12.2,1
2308,190.409,2.302,0.278,0.14,67,0.446,0.119,0.384,0.128,-2.121,0.101,,,0,7.45,1.9,11.5,1
2309,130.723,-3.588,0.308,0.191,72,0.328,0.066,-0.746,0.139,-0.589,0.101,-28.82,,1,7.5,1.35,12.05,1
2310,26.063,-0.778,0.031,0.027,67,0.257,0.055,-1.207,0.062,-3.658,0.082,53.1,,1,6.65,3.85,13.25,1
2311,262.041,-3.157,0.09,0.135,12,0.799,0.033,-5.315,0.079,4.971,0.052,,,0,7.4,1.05,10.45,1
2312,244.162,0.209,0.054,0.05,66,0.332,0.06,-2.888,0.106,2.863,0.112,42.51,,1,8.7,1.35,12.35,1
2313,296.61,0.153,0.025,0.03,12,0.275,0.018,-6.933,0.06,0.79,0.027,,,0,7.05,1.9,12.5,1
2314,9.706,-1.694,0.235,0.092,66,0.542,0.038,0.721,0.093,-0.183,0.058,,,0,7.55,2.45,11.15,1
2315,268.988,0.785,0.203,0.087,65,0.672,0.052,-5.042,0.093,3.564,0.095,,,0,7.4,2.85,10.75,1
2316,252.091,-0.413,0.067,0.037,64,0.231,0.056,-2.095,0.076,3.082,0.075,89.58,,1,7.9,1.35,13.1,1
2317,239.9,1.149,0.176,0.156,69,0.338,0.079,-2.145,0.08,2.417,0.117,79.48,9.35,4,8.7,1.6,12.05,1
2318,222.415,1.085,0.307,0.096,11,0.46,0.042,-1.101,0.094,-0.565,0.114,,,0,7.6,1.1,11.7,1
2319,304.174,0.846,0.17,0.135,64,0.432,0.034,-4.058,0.081,-1.266,0.094,,,0,6.4,0.75,11.65,1
2320,28.312,-3.292,0.152,0.109,63,0.648,0.052,-1.21,0.084,-3.467,0.106,,,0,7.65,1.75,10.85,1
2321,280.108,-0.893,0.043,0.051,63,0.278,0.055,-6.052,0.086,3.787,0.124,17.61,1.31,2,8.55,3.85,12.4,1
2322,226.885,-3.354,0.102,0.044,12,0.219,0.04,-0.392,0.086,0.9,0.065,,,0,6.2,0.05,14.15,1
2323,284.298,1.447,0.081,0.037,62,0.352,0.059,-6.018,0.097,3.605,0.127,-8.02,14.59,2,8,3.2,12.55,1
2324,154.305,-1.226,0.304,0.224,61,0.611,0.105,1.176,0.162,-1.674,0.118,,,0,7.5,2.35,10.9,1
2325,29.636,-10.789,0.257,0.172,61,0.723,0.055,1.327,0.153,-2.182,0.128,-33.96,20.59,2,8.95,0.9,10.55,1
2326,66.442,0.588,0.105,0.059,61,0.257,0.053,-2.574,0.079,-5.317,0.078,12.18,12.41,2,7.05,3.2,12.75,1
2327,263.426,-2.89,0.081,0.102,61,0.266,0.057,-3.212,0.12,3.962,0.066,75.34,12.05,3,8.85,2,12.5,1
2328,266.604,-5.676,0.416,0.23,61,0.624,0.057,-4.383,0.098,4.155,0.068,11.79,,1,7.55,0.95,10.9,1
